	ID	POEM_NUMBER	POEM_TITLE	STANZA	LINE_NUMBER	LINE_IN_SOURCE	LINE	RHYMEWORD	RHYME	RECONSTRUCTION	COMMENT	PROBLEMS	SPLIT_LINE	ALIGNMENT	RHYMEIDS	LENGTH
1577	1578	98	著	98.3	1	俟我於a[dang]堂乎而	俟我於堂乎而	堂	98.3a	dang			俟 + 我 + 於 + 堂 + 乎 + 而	俟 + 我 + 於 + 堂 + 乎 + 而	0 0 0 426 0 0	6
1578	1579	98	著	98.3	2	充耳以a[huang]黃乎而	充耳以黃乎而	黃	98.3a	huang			充 + 耳 + 以 + 黃 + 乎 + 而	充 + 耳 + 以 + 黃 + 乎 + 而	0 0 0 426 0 0	6
1579	1580	98	著	98.3	3	尚之以瓊a[yang]英乎而。（阳部）	尚之以瓊英乎而	英	98.3a	yang	阳部		尚 + 之 + 以 + 瓊 + 英 + 乎 + 而	尚 + 之 + 以 + 瓊 + 英 + 乎 + 而	0 0 0 0 426 0 0	7
1580	1581	99	東方之日	99.1	1	東方之a[njiet]日兮。	東方之日兮	日	99.1a	njiet			東 + 方 + 之 + 日 + 兮	東 + 方 + 之 + 日 + 兮	0 0 0 427 0	5
1582	1583	99	東方之日	99.1	2	在我a[sjiet]室兮。	在我室兮	室	99.1a	sjiet			在 + 我 + 室 + 兮	在 + 我 + 室 + 兮	0 0 427 0	4
1583	1584	99	東方之日	99.1	1	在我a[sjiet]室兮	在我室兮	室	99.1a	sjiet			在 + 我 + 室 + 兮	在 + 我 + 室 + 兮	0 0 427 0	4
1584	1585	99	東方之日	99.1	2	履我a[tziet]即兮。（质部）	履我即兮	即	99.1a	tziet	质部		履 + 我 + 即 + 兮	履 + 我 + 即 + 兮	0 0 427 0	4
1585	1586	99	東方之日	99.2	1	東方之a[ngiuat]月兮。	東方之月兮	月	99.2a	ngiuat			東 + 方 + 之 + 月 + 兮	東 + 方 + 之 + 月 + 兮	0 0 0 428 0	5
1587	1588	99	東方之日	99.2	2	在我a[that]闥兮。	在我闥兮	闥	99.2a	that			在 + 我 + 闥 + 兮	在 + 我 + 闥 + 兮	0 0 428 0	4
1588	1589	99	東方之日	99.2	1	在我a[that]闥兮	在我闥兮	闥	99.2a	that			在 + 我 + 闥 + 兮	在 + 我 + 闥 + 兮	0 0 428 0	4
1589	1590	99	東方之日	99.2	2	履我a[piuat]發兮。（月部）	履我發兮	發	99.2a	piuat	月部		履 + 我 + 發 + 兮	履 + 我 + 發 + 兮	0 0 428 0	4
1590	1591	100	東方未明	100.1	1	東方未a[myang]明	東方未明	明	100.1a	myang			東 + 方 + 未 + 明	東 + 方 + 未 + 明	0 0 0 429	4
1591	1592	100	東方未明	100.1	2	顛倒衣a[zjiang]裳。（阳部）	顛倒衣裳	裳	100.1a	zjiang	阳部		顛 + 倒 + 衣 + 裳	顛 + 倒 + 衣 + 裳	0 0 0 429	4
1592	1593	100	東方未明	100.1	1	顛之b[tô]倒之	顛之倒之	倒	100.1b	tô			顛 + 之 + 倒 + 之	顛 + 之 + 倒 + 之	0 0 430 0	4
1593	1594	100	東方未明	100.1	2	自公b[diô]召之。（宵部）	自公召之	召	100.1b	diô	宵部		自 + 公 + 召 + 之	自 + 公 + 召 + 之	0 0 430 0	4
1594	1595	100	東方未明	100.2	1	東方未a[xiəi]晞	東方未晞	晞	100.2a	xiəi			東 + 方 + 未 + 晞	東 + 方 + 未 + 晞	0 0 0 431	4
1595	1596	100	東方未明	100.2	2	顛倒裳a[iəi]衣。（微部）	顛倒裳衣	衣	100.2a	iəi	微部		顛 + 倒 + 裳 + 衣	顛 + 倒 + 裳 + 衣	0 0 0 431	4
1596	1597	100	東方未明	100.2	1	倒之b[tyen]顛之	倒之顛之	顛	100.2b	tyen			倒 + 之 + 顛 + 之	倒 + 之 + 顛 + 之	0 0 432 0	4
1597	1598	100	東方未明	100.2	2	自公b[lyen]令之。（真部）	自公令之	令	100.2b	lyen	真部		自 + 公 + 令 + 之	自 + 公 + 令 + 之	0 0 432 0	4
1598	1599	100	東方未明	100.3	1	折柳樊a[pua]圃	折柳樊圃	圃	100.3a	pua			折 + 柳 + 樊 + 圃	折 + 柳 + 樊 + 圃	0 0 0 433	4
1599	1600	100	東方未明	100.3	2	狂夫瞿a[giua]瞿。（鱼部）	狂夫瞿瞿	瞿	100.3a	giua	鱼部		狂 + 夫 + 瞿 + 瞿	狂 + 夫 + 瞿 + 瞿	0 0 433 0	4
1600	1601	100	東方未明	100.3	1	不能辰b[jyak]夜	不能辰夜	夜	100.3b	jyak			不 + 能 + 辰 + 夜	不 + 能 + 辰 + 夜	0 0 0 434	4
1601	1602	100	東方未明	100.3	2	不夙則b[mak]莫。（铎部）	不夙則莫	莫	100.3b	mak	铎部		不 + 夙 + 則 + 莫	不 + 夙 + 則 + 莫	0 0 0 434	4
1602	1603	101	南山	101.1	1	南山崔a[tsuəi]崔	南山崔崔	崔	101.1a	tsuəi			南 + 山 + 崔 + 崔	南 + 山 + 崔 + 崔	0 0 435 0	4
1603	1604	101	南山	101.1	2	雄狐綏a[siuəi]綏。	雄狐綏綏	綏	101.1a	siuəi			雄 + 狐 + 綏 + 綏	雄 + 狐 + 綏 + 綏	0 0 435 0	4
1605	1606	101	南山	101.1	2	齊子由a[kiuəi]歸。	齊子由歸	歸	101.1a	kiuəi			齊 + 子 + 由 + 歸	齊 + 子 + 由 + 歸	0 0 0 435	4
1606	1607	101	南山	101.1	1	既曰a[kiuəi]歸止	既曰歸止	歸	101.1a	kiuəi			既 + 曰 + 歸 + 止	既 + 曰 + 歸 + 止	0 0 435 0	4
1607	1608	101	南山	101.1	2	曷又a[hoəi]懷止。（微部）	曷又懷止	懷	101.1a	hoəi	微部		曷 + 又 + 懷 + 止	曷 + 又 + 懷 + 止	0 0 435 0	4
1608	1609	101	南山	101.2	1	葛屨五a[liang]兩	葛屨五兩	兩	101.2a	liang			葛 + 屨 + 五 + 兩	葛 + 屨 + 五 + 兩	0 0 0 436	4
1609	1610	101	南山	101.2	2	冠緌b[sheong]雙止。	冠緌雙止	雙	101.2b	sheong			冠 + 緌 + 雙 + 止	冠 + 緌 + 雙 + 止	0 0 437 0	4
1610	1611	101	南山	101.2	1	魯道有a[dang]蕩	魯道有蕩	蕩	101.2a	dang			魯 + 道 + 有 + 蕩	魯 + 道 + 有 + 蕩	0 0 0 436	4
1611	1612	101	南山	101.2	2	齊子b[jiong]庸止。（a= 阳部）	齊子庸止	庸	101.2b	jiong	a=阳部		齊 + 子 + 庸 + 止	齊 + 子 + 庸 + 止	0 0 437 0	4
1612	1613	101	南山	101.2	1	既曰b[jiong]庸止	既曰庸止	庸	101.2b	jiong			既 + 曰 + 庸 + 止	既 + 曰 + 庸 + 止	0 0 437 0	4
1613	1614	101	南山	101.2	2	曷又b[dziong]從止。（b= 东部）	曷又從止	從	101.2b	dziong	b=东部		曷 + 又 + 從 + 止	曷 + 又 + 從 + 止	0 0 437 0	4
1615	1616	101	南山	101.3	2	衡從其a[mə]畝。	衡從其畝	畝	101.3a	mə			衡 + 從 + 其 + 畝	衡 + 從 + 其 + 畝	0 0 0 438	4
1617	1618	101	南山	101.3	2	必告父a[mə]母。（之部）	必告父母	母	101.3a	mə	之部		必 + 告 + 父 + 母	必 + 告 + 父 + 母	0 0 0 438	4
1618	1619	101	南山	101.3	1	既曰b[kuk]告止	既曰告止	告	101.3b	kuk			既 + 曰 + 告 + 止	既 + 曰 + 告 + 止	0 0 439 0	4
1619	1620	101	南山	101.3	2	曷又b[kiuk]鞠止。（觉部）	曷又鞠止	鞠	101.3b	kiuk	觉部		曷 + 又 + 鞠 + 止	曷 + 又 + 鞠 + 止	0 0 439 0	4
1621	1622	101	南山	101.4	2	匪斧不a[khək]克。	匪斧不克	克	101.4a	khək			匪 + 斧 + 不 + 克	匪 + 斧 + 不 + 克	0 0 0 440	4
1623	1624	101	南山	101.4	2	匪媒不a[tək]得。	匪媒不得	得	101.4a	tək			匪 + 媒 + 不 + 得	匪 + 媒 + 不 + 得	0 0 0 440	4
1624	1625	101	南山	101.4	1	既曰a[tək]得止	既曰得止	得	101.4a	tək			既 + 曰 + 得 + 止	既 + 曰 + 得 + 止	0 0 440 0	4
1625	1626	101	南山	101.4	2	曷又a[giək]極止。（职部）	曷又極止	極	101.4a	giək	职部		曷 + 又 + 極 + 止	曷 + 又 + 極 + 止	0 0 440 0	4
1626	1627	102	甫田	102.1	1	無田甫a[dyen]田	無田甫田	田	102.1a	dyen			無 + 田 + 甫 + 田	無 + 田 + 甫 + 田	0 441 0 0	4
1627	1628	102	甫田	102.1	2	維莠驕b[kiô]驕。（a= 真部）	維莠驕驕	驕	102.1b	kiô	a=真部		維 + 莠 + 驕 + 驕	維 + 莠 + 驕 + 驕	0 0 442 0	4
1628	1629	102	甫田	102.1	1	無思遠a[njien]人	無思遠人	人	102.1a	njien			無 + 思 + 遠 + 人	無 + 思 + 遠 + 人	0 0 0 441	4
1629	1630	102	甫田	102.1	2	勞心忉b[tô]忉。（b= 宵部）	勞心忉忉	忉	102.1b	tô	b=宵部		勞 + 心 + 忉 + 忉	勞 + 心 + 忉 + 忉	0 0 442 0	4
1630	1631	102	甫田	102.2	1	無田甫a[dyen]田	無田甫田	田	102.2a	dyen			無 + 田 + 甫 + 田	無 + 田 + 甫 + 田	0 443 0 0	4
1631	1632	102	甫田	102.2	2	維莠桀b[giat]桀。（a= 真部）	維莠桀桀	桀	102.2b	giat	a=真部		維 + 莠 + 桀 + 桀	維 + 莠 + 桀 + 桀	0 0 444 0	4
1632	1633	102	甫田	102.2	1	無思遠a[njien]人	無思遠人	人	102.2a	njien			無 + 思 + 遠 + 人	無 + 思 + 遠 + 人	0 0 0 443	4
1633	1634	102	甫田	102.2	2	勞心怛b[tat]怛。（b= 月部）	勞心怛怛	怛	102.2b	tat	b=月部		勞 + 心 + 怛 + 怛	勞 + 心 + 怛 + 怛	0 0 444 0	4
1634	1635	102	甫田	102.3	1	婉兮a[liuan]孌兮	婉兮孌兮	孌	102.3a	liuan			婉 + 兮 + 孌 + 兮	婉 + 兮 + 孌 + 兮	0 0 445 0	4
1635	1636	102	甫田	102.3	2	總角a[koan]丱兮。	總角丱兮	丱	102.3a	koan			總 + 角 + 丱 + 兮	總 + 角 + 丱 + 兮	0 0 445 0	4
1636	1637	102	甫田	102.3	1	未幾a[kyan]見兮	未幾見兮	見	102.3a	kyan			未 + 幾 + 見 + 兮	未 + 幾 + 見 + 兮	0 0 445 0	4
1637	1638	102	甫田	102.3	2	突而a[bian]弁兮。（元部）	突而弁兮	弁	102.3a	bian	元部		突 + 而 + 弁 + 兮	突 + 而 + 弁 + 兮	0 0 445 0	4
1638	1639	103	盧令	103.1	1	盧令a[lyen]令	盧令令	令	103.1a	lyen			盧 + 令 + 令	盧 + 令 + 令	0 446 0	3
1639	1640	103	盧令	103.1	2	其人美且a[njien]仁。（真部）	其人美且仁	仁	103.1a	njien	真部		其 + 人 + 美 + 且 + 仁	其 + 人 + 美 + 且 + 仁	0 0 0 0 446	5
1640	1641	103	盧令	103.2	1	盧重a[hoan]環	盧重環	環	103.2a	hoan			盧 + 重 + 環	盧 + 重 + 環	0 0 447	3
1641	1642	103	盧令	103.2	2	其人美且a[giuan]鬈。（元部）	其人美且鬈	鬈	103.2a	giuan	元部		其 + 人 + 美 + 且 + 鬈	其 + 人 + 美 + 且 + 鬈	0 0 0 0 447	5
1642	1643	103	盧令	103.3	1	盧重a[muə]鋂	盧重鋂	鋂	103.3a	muə			盧 + 重 + 鋂	盧 + 重 + 鋂	0 0 448	3
1643	1644	103	盧令	103.3	2	其人美且a[tsə]偲。（之部）	其人美且偲	偲	103.3a	tsə	之部		其 + 人 + 美 + 且 + 偲	其 + 人 + 美 + 且 + 偲	0 0 0 0 448	5
1645	1646	104	敝笱	104.1	2	其魚魴a[koən]鰥。	其魚魴鰥	鰥	104.1a	koən			其 + 魚 + 魴 + 鰥	其 + 魚 + 魴 + 鰥	0 0 0 449	4
1647	1648	104	敝笱	104.1	2	其從如a[hiuən]雲。（文部）	其從如雲	雲	104.1a	hiuən	文部		其 + 從 + 如 + 雲	其 + 從 + 如 + 雲	0 0 0 449	4
1649	1650	104	敝笱	104.2	2	其魚魴a[zia]鱮。	其魚魴鱮	鱮	104.2a	zia			其 + 魚 + 魴 + 鱮	其 + 魚 + 魴 + 鱮	0 0 0 450	4
1651	1652	104	敝笱	104.2	2	其從如a[hiua]雨。（鱼部）	其從如雨	雨	104.2a	hiua	鱼部		其 + 從 + 如 + 雨	其 + 從 + 如 + 雨	0 0 0 450	4
1653	1654	104	敝笱	104.3	2	其魚唯a[jiuəi]唯。	其魚唯唯	唯	104.3a	jiuəi			其 + 魚 + 唯 + 唯	其 + 魚 + 唯 + 唯	0 0 451 0	4
1655	1656	104	敝笱	104.3	2	其從如a[sjiuəi]水。（微部）	其從如水	水	104.3a	sjiuəi	微部		其 + 從 + 如 + 水	其 + 從 + 如 + 水	0 0 0 451	4
1656	1657	105	載驅	105.1	1	載驅薄a[bak]薄	載驅薄薄	薄	105.1a	bak			載 + 驅 + 薄 + 薄	載 + 驅 + 薄 + 薄	0 0 452 0	4
1657	1658	105	載驅	105.1	2	簟茀朱a[khuak]鞹。	簟茀朱鞹	鞹	105.1a	khuak			簟 + 茀 + 朱 + 鞹	簟 + 茀 + 朱 + 鞹	0 0 0 452	4
1659	1660	105	載驅	105.1	2	齊子發a[zyak]夕。（铎部）	齊子發夕	夕	105.1a	zyak	铎部		齊 + 子 + 發 + 夕	齊 + 子 + 發 + 夕	0 0 0 452	4
1660	1661	105	載驅	105.2	1	四驪濟a[tzyei]濟	四驪濟濟	濟	105.2a	tzyei			四 + 驪 + 濟 + 濟	四 + 驪 + 濟 + 濟	0 0 453 0	4
1661	1662	105	載驅	105.2	2	垂轡濔a[nyei]濔。	垂轡濔濔	濔	105.2a	nyei			垂 + 轡 + 濔 + 濔	垂 + 轡 + 濔 + 濔	0 0 453 0	4
1663	1664	105	載驅	105.2	2	齊子豈a[dyei]弟。（脂部）	齊子豈弟	弟	105.2a	dyei	脂部		齊 + 子 + 豈 + 弟	齊 + 子 + 豈 + 弟	0 0 0 453	4
1664	1665	105	載驅	105.3	1	汶水湯a[sjiang]湯	汶水湯湯	湯	105.3a	sjiang			汶 + 水 + 湯 + 湯	汶 + 水 + 湯 + 湯	0 0 454 0	4
1665	1666	105	載驅	105.3	2	行人彭a[beang]彭。	行人彭彭	彭	105.3a	beang			行 + 人 + 彭 + 彭	行 + 人 + 彭 + 彭	0 0 454 0	4
1666	1667	105	載驅	105.3	1	魯道有a[dang]蕩	魯道有蕩	蕩	105.3a	dang			魯 + 道 + 有 + 蕩	魯 + 道 + 有 + 蕩	0 0 0 454	4
1667	1668	105	載驅	105.3	2	齊子翱a[ziang]翔。（阳部）	齊子翱翔	翔	105.3a	ziang	阳部		齊 + 子 + 翱 + 翔	齊 + 子 + 翱 + 翔	0 0 0 454	4
1668	1669	105	載驅	105.4	1	汶水滔a[thu]滔	汶水滔滔	滔	105.4a	thu			汶 + 水 + 滔 + 滔	汶 + 水 + 滔 + 滔	0 0 455 0	4
1669	1670	105	載驅	105.4	2	行人儦a[piô]儦。	行人儦儦	儦	105.4a	piô			行 + 人 + 儦 + 儦	行 + 人 + 儦 + 儦	0 0 455 0	4
1671	1672	105	載驅	105.4	2	齊子游a[ngô]敖。（幽宵合韵）	齊子游敖	敖	105.4a	ngô	幽宵合韵		齊 + 子 + 游 + 敖	齊 + 子 + 游 + 敖	0 0 0 455	4
1672	1673	106	猗嗟	106.1	1	猗嗟a[thjiang]昌兮	猗嗟昌兮	昌	106.1a	thjiang			猗 + 嗟 + 昌 + 兮	猗 + 嗟 + 昌 + 兮	0 0 456 0	4
1673	1674	106	猗嗟	106.1	2	頎而a[diang]長兮	頎而長兮	長	106.1a	diang			頎 + 而 + 長 + 兮	頎 + 而 + 長 + 兮	0 0 456 0	4
1674	1675	106	猗嗟	106.1	3	抑若a[jiang]揚兮	抑若揚兮	揚	106.1a	jiang			抑 + 若 + 揚 + 兮	抑 + 若 + 揚 + 兮	0 0 456 0	4
1675	1676	106	猗嗟	106.1	4	美目a[jiang]揚兮。	美目揚兮	揚	106.1a	jiang			美 + 目 + 揚 + 兮	美 + 目 + 揚 + 兮	0 0 456 0	4
1676	1677	106	猗嗟	106.1	1	巧趨a[tsiang]蹌兮	巧趨蹌兮	蹌	106.1a	tsiang			巧 + 趨 + 蹌 + 兮	巧 + 趨 + 蹌 + 兮	0 0 456 0	4
1677	1678	106	猗嗟	106.1	2	射則a[tzang]臧兮。（阳部）	射則臧兮	臧	106.1a	tzang	阳部		射 + 則 + 臧 + 兮	射 + 則 + 臧 + 兮	0 0 456 0	4
1678	1679	106	猗嗟	106.2	1	猗嗟a[mieng]名兮	猗嗟名兮	名	106.2a	mieng			猗 + 嗟 + 名 + 兮	猗 + 嗟 + 名 + 兮	0 0 457 0	4
1679	1680	106	猗嗟	106.2	2	美目a[tsieng]清兮。	美目清兮	清	106.2a	tsieng			美 + 目 + 清 + 兮	美 + 目 + 清 + 兮	0 0 457 0	4
1680	1681	106	猗嗟	106.2	1	儀既a[zjieng]成兮。	儀既成兮	成	106.2a	zjieng			儀 + 既 + 成 + 兮	儀 + 既 + 成 + 兮	0 0 457 0	4
1682	1683	106	猗嗟	106.2	2	不出a[tjieng]正兮。	不出正兮	正	106.2a	tjieng			不 + 出 + 正 + 兮	不 + 出 + 正 + 兮	0 0 457 0	4
1683	1684	106	猗嗟	106.2	1	展我a[sheng]甥兮。（耕部）	展我甥兮	甥	106.2a	sheng	耕部		展 + 我 + 甥 + 兮	展 + 我 + 甥 + 兮	0 0 457 0	4
1684	1685	106	猗嗟	106.3	1	猗嗟a[liuan]孌兮	猗嗟孌兮	孌	106.3a	liuan			猗 + 嗟 + 孌 + 兮	猗 + 嗟 + 孌 + 兮	0 0 458 0	4
1685	1686	106	猗嗟	106.3	2	清揚a[iuan]婉兮。	清揚婉兮	婉	106.3a	iuan			清 + 揚 + 婉 + 兮	清 + 揚 + 婉 + 兮	0 0 458 0	4
1686	1687	106	猗嗟	106.3	1	舞則a[siuan]選兮	舞則選兮	選	106.3a	siuan			舞 + 則 + 選 + 兮	舞 + 則 + 選 + 兮	0 0 458 0	4
1687	1688	106	猗嗟	106.3	2	射則a[kuan]貫兮。	射則貫兮	貫	106.3a	kuan			射 + 則 + 貫 + 兮	射 + 則 + 貫 + 兮	0 0 458 0	4
1688	1689	106	猗嗟	106.3	1	四矢a[piuan]反兮	四矢反兮	反	106.3a	piuan			四 + 矢 + 反 + 兮	四 + 矢 + 反 + 兮	0 0 458 0	4
1689	1690	106	猗嗟	106.3	2	以禦a[luan]亂兮。（元部）	以禦亂兮	亂	106.3a	luan	元部		以 + 禦 + 亂 + 兮	以 + 禦 + 亂 + 兮	0 0 458 0	4
1692	1693	107	葛屨	107.1	2	可以履a[shiang]霜。	可以履霜	霜	107.1a	shiang			可 + 以 + 履 + 霜	可 + 以 + 履 + 霜	0 0 0 459	4
1694	1695	107	葛屨	107.1	2	可以縫a[zjiang]裳。（阳部）	可以縫裳	裳	107.1a	zjiang	阳部		可 + 以 + 縫 + 裳	可 + 以 + 縫 + 裳	0 0 0 459	4
1695	1696	107	葛屨	107.1	1	要之b[kiək]襋之	要之襋之	襋	107.1b	kiək			要 + 之 + 襋 + 之	要 + 之 + 襋 + 之	0 0 460 0	4
1696	1697	107	葛屨	107.1	2	好人b[biuək]服之。（职部）	好人服之	服	107.1b	biuək	职部		好 + 人 + 服 + 之	好 + 人 + 服 + 之	0 0 460 0	4
1697	1698	107	葛屨	107.2	1	好人提a[dye]提	好人提提	提	107.2a	dye			好 + 人 + 提 + 提	好 + 人 + 提 + 提	0 0 461 0	4
1698	1699	107	葛屨	107.2	2	宛然左a[biek]辟	宛然左辟	辟	107.2a	biek			宛 + 然 + 左 + 辟	宛 + 然 + 左 + 辟	0 0 0 461	4
1699	1700	107	葛屨	107.2	3	佩其象a[thiek]揥。	佩其象揥	揥	107.2a	thiek			佩 + 其 + 象 + 揥	佩 + 其 + 象 + 揥	0 0 0 461	4
1701	1702	107	葛屨	107.2	2	是以為a[tsiek]刺。（支锡通韵）	是以為刺	刺	107.2a	tsiek	支锡通韵		是 + 以 + 為 + 刺	是 + 以 + 為 + 刺	0 0 0 461	4
1702	1703	108	汾沮洳	108.1	1	彼汾沮a[njia]洳	彼汾沮洳	洳	108.1a	njia			彼 + 汾 + 沮 + 洳	彼 + 汾 + 沮 + 洳	0 0 0 462	4
1703	1704	108	汾沮洳	108.1	2	言采其a[mak]莫。	言采其莫	莫	108.1a	mak			言 + 采 + 其 + 莫	言 + 采 + 其 + 莫	0 0 0 462	4
1705	1706	108	汾沮洳	108.1	2	美無a[dak]度。	美無度	度	108.1a	dak			美 + 無 + 度	美 + 無 + 度	0 0 462	3
1706	1707	108	汾沮洳	108.1	1	美無a[dak]度	美無度	度	108.1a	dak			美 + 無 + 度	美 + 無 + 度	0 0 462	3
1707	1708	108	汾沮洳	108.1	2	殊異乎公a[lak]路。（鱼铎通韵）	殊異乎公路	路	108.1a	lak	鱼铎通韵		殊 + 異 + 乎 + 公 + 路	殊 + 異 + 乎 + 公 + 路	0 0 0 0 462	5
1708	1709	108	汾沮洳	108.2	1	彼汾一a[piuang]方	彼汾一方	方	108.2a	piuang			彼 + 汾 + 一 + 方	彼 + 汾 + 一 + 方	0 0 0 463	4
1709	1710	108	汾沮洳	108.2	2	言采其a[sang]桑。	言采其桑	桑	108.2a	sang			言 + 采 + 其 + 桑	言 + 采 + 其 + 桑	0 0 0 463	4
1711	1712	108	汾沮洳	108.2	2	美如a[yang]英。	美如英	英	108.2a	yang			美 + 如 + 英	美 + 如 + 英	0 0 463	3
1712	1713	108	汾沮洳	108.2	1	美如a[yang]英	美如英	英	108.2a	yang			美 + 如 + 英	美 + 如 + 英	0 0 463	3
1713	1714	108	汾沮洳	108.2	2	殊異乎公a[hang]行。（阳部）	殊異乎公行	行	108.2a	hang	阳部		殊 + 異 + 乎 + 公 + 行	殊 + 異 + 乎 + 公 + 行	0 0 0 0 463	5
1714	1715	108	汾沮洳	108.3	1	彼汾一a[khiok]曲	彼汾一曲	曲	108.3a	khiok			彼 + 汾 + 一 + 曲	彼 + 汾 + 一 + 曲	0 0 0 464	4
1715	1716	108	汾沮洳	108.3	2	言采其a[ziok]藚。	言采其藚	藚	108.3a	ziok			言 + 采 + 其 + 藚	言 + 采 + 其 + 藚	0 0 0 464	4
1717	1718	108	汾沮洳	108.3	2	美如a[ngiok]玉。	美如玉	玉	108.3a	ngiok			美 + 如 + 玉	美 + 如 + 玉	0 0 464	3
1718	1719	108	汾沮洳	108.3	1	美如a[ngiok]玉	美如玉	玉	108.3a	ngiok			美 + 如 + 玉	美 + 如 + 玉	0 0 464	3
1719	1720	108	汾沮洳	108.3	2	殊異乎公a[dzok]族。（屋部）	殊異乎公族	族	108.3a	dzok	屋部		殊 + 異 + 乎 + 公 + 族	殊 + 異 + 乎 + 公 + 族	0 0 0 0 464	5
1720	1721	109	園有桃	109.1	1	園有a[dô]桃	園有桃	桃	109.1a	dô			園 + 有 + 桃	園 + 有 + 桃	0 0 465	3
1721	1722	109	園有桃	109.1	2	其實之a[heô]殽。	其實之殽	殽	109.1a	heô			其 + 實 + 之 + 殽	其 + 實 + 之 + 殽	0 0 0 465	4
1723	1724	109	園有桃	109.1	2	我歌且a[jiô]謠。	我歌且謠	謠	109.1a	jiô			我 + 歌 + 且 + 謠	我 + 歌 + 且 + 謠	0 0 0 465	4
1725	1726	109	園有桃	109.1	2	謂我士也a[kiô]驕。（宵部）	謂我士也驕	驕	109.1a	kiô	宵部		謂 + 我 + 士 + 也 + 驕	謂 + 我 + 士 + 也 + 驕	0 0 0 0 465	5
1726	1727	109	園有桃	109.1	1	彼人是b[tzə]哉	彼人是哉	哉	109.1b	tzə			彼 + 人 + 是 + 哉	彼 + 人 + 是 + 哉	0 0 0 466	4
1727	1728	109	園有桃	109.1	2	子曰何b[giə]其。	子曰何其	其	109.1b	giə			子 + 曰 + 何 + 其	子 + 曰 + 何 + 其	0 0 0 466	4
1729	1730	109	園有桃	109.1	2	其誰知b[tjiə]之。	其誰知之	之	109.1b	tjiə			其 + 誰 + 知 + 之	其 + 誰 + 知 + 之	0 0 0 466	4
1730	1731	109	園有桃	109.1	1	其誰知b[tjiə]之	其誰知之	之	109.1b	tjiə			其 + 誰 + 知 + 之	其 + 誰 + 知 + 之	0 0 0 466	4
1731	1732	109	園有桃	109.1	2	蓋亦勿b[siə]思。（之部）	蓋亦勿思	思	109.1b	siə	之部		蓋 + 亦 + 勿 + 思	蓋 + 亦 + 勿 + 思	0 0 0 466	4
1732	1733	109	園有桃	109.2	1	園有a[kiək]棘	園有棘	棘	109.2a	kiək			園 + 有 + 棘	園 + 有 + 棘	0 0 467	3
1733	1734	109	園有桃	109.2	2	其實之a[djiək]食。	其實之食	食	109.2a	djiək			其 + 實 + 之 + 食	其 + 實 + 之 + 食	0 0 0 467	4
1735	1736	109	園有桃	109.2	2	聊以行a[kuək]國。	聊以行國	國	109.2a	kuək			聊 + 以 + 行 + 國	聊 + 以 + 行 + 國	0 0 0 467	4
1737	1738	109	園有桃	109.2	2	謂我士也罔a[qiək]極。（职部）	謂我士也罔極	極	109.2a	qiək	职部		謂 + 我 + 士 + 也 + 罔 + 極	謂 + 我 + 士 + 也 + 罔 + 極	0 0 0 0 0 467	6
1738	1739	109	園有桃	109.2	1	彼人是b[tzə]哉	彼人是哉	哉	109.2b	tzə			彼 + 人 + 是 + 哉	彼 + 人 + 是 + 哉	0 0 0 468	4
1739	1740	109	園有桃	109.2	2	子曰何b[giə]其。	子曰何其	其	109.2b	giə			子 + 曰 + 何 + 其	子 + 曰 + 何 + 其	0 0 0 468	4
1741	1742	109	園有桃	109.2	2	其誰知b[tjiə]之。	其誰知之	之	109.2b	tjiə			其 + 誰 + 知 + 之	其 + 誰 + 知 + 之	0 0 0 468	4
1742	1743	109	園有桃	109.2	1	其誰知b[tjiə]之	其誰知之	之	109.2b	tjiə			其 + 誰 + 知 + 之	其 + 誰 + 知 + 之	0 0 0 468	4
1743	1744	109	園有桃	109.2	2	蓋亦勿b[siə]思。（之部）	蓋亦勿思	思	109.2b	siə	之部		蓋 + 亦 + 勿 + 思	蓋 + 亦 + 勿 + 思	0 0 0 468	4
1744	1745	110	陟岵	110.1	1	陟彼a[ha]岵兮	陟彼岵兮	岵	110.1a	ha			陟 + 彼 + 岵 + 兮	陟 + 彼 + 岵 + 兮	0 0 469 0	4
1745	1746	110	陟岵	110.1	2	瞻望a[biua]父兮。（鱼部）	瞻望父兮	父	110.1a	biua	鱼部		瞻 + 望 + 父 + 兮	瞻 + 望 + 父 + 兮	0 0 469 0	4
1746	1747	110	陟岵	110.1	1	父曰嗟予b[tziə]子	父曰嗟予子	子	110.1b	tziə			父 + 曰 + 嗟 + 予 + 子	父 + 曰 + 嗟 + 予 + 子	0 0 0 0 470	5
1747	1748	110	陟岵	110.1	2	行役夙夜無b[jiə]已。	行役夙夜無已	已	110.1b	jiə			行 + 役 + 夙 + 夜 + 無 + 已	行 + 役 + 夙 + 夜 + 無 + 已	0 0 0 0 0 470	6
1749	1750	110	陟岵	110.1	2	猶來無b[tjiə]止。（之部）	猶來無止	止	110.1b	tjiə	之部		猶 + 來 + 無 + 止	猶 + 來 + 無 + 止	0 0 0 470	4
1750	1751	110	陟岵	110.2	1	陟彼a[khiə]屺兮	陟彼屺兮	屺	110.2a	khiə			陟 + 彼 + 屺 + 兮	陟 + 彼 + 屺 + 兮	0 0 471 0	4
